22.1619, 100.257
27.0395, 106.493
19.4204, 61.6463
21.9469, 101.936
25.9468, 109.766
18.675, 76.8701
21.9113, 99.0894
28.1989, 112.809
17.612, 64.7311
21.5902, 103.642
24.7832, 124.017
21.3468, 106.1
24.7909, 125.602
29.2304, 83.6048
23.3886, 124.929
21.037, 105.79
28.5009, 70.9545
20.7915, 109.468
22.9451, 142.325
15.0099, 88.132
27.7869, 70.5399
20.4818, 110.111
23.1217, 144.708
19.9787, 115.734
20.1564, 111.083
21.1751, 156.926
13.5958, 92.1813
15.5423, 77.3218
19.8542, 112.833
23.4647, 149.886
18.6338, 129.87
28.6846, 136.635
19.5291, 115.96
23.2607, 163.336
15.7162, 143.612
17.9042, 133.47
22.0684, 182.571
19.1741, 119.059
26.7897, 150.211
18.8442, 116.642
23.4499, 107.876
25.3322, 172.686
9.8976, 238.583
21.3275, 100.847
15.2604, 216.854
21.8451, 104.251
9.83261, 241.867
21.052, 105.686
9.74263, 244.718
21.0055, 105.069
9.68742, 243.764
9.61215, 245.197
9.55506, 244.957
9.49525, 250.522
20.7811, 105.686
9.43732, 251.011
9.37243, 248.572
9.30245, 252.486
9.2377, 255.712
20.5813, 107.456
9.17482, 258.474
9.10997, 262.032
9.04513, 262.032
8.96734, 263.315
20.5078, 110.758
8.82602, 271.939
8.83738, 276.221
8.78628, 273.804
8.75325, 272.736
8.73052, 276.491
20.5445, 112.04
8.6858, 277.302
8.68007, 276.761
8.67543, 278.387
8.68284, 279.75
20.7464, 113.053
8.6778, 278.932
8.71269, 280.845
8.7667, 279.204
8.76851, 280.023
45.2715, 71.7908
45.5221, 74.0697
11.3685, 210.549
22.4552, 81.0325
46.6717, 75.1627
47.2226, 83.1976
44.9234, 73.9974
11.5139, 208.096
51.6928, 83.6048
44.5975, 75.5306
51.5927, 85.5038
44.2315, 72.7791
11.6537, 203.275
21.7191, 84.1783
44.2439, 76.5704
49.3241, 82.8732
43.9171, 73.7809
21.3658, 85.9224
11.8066, 201.103
43.8875, 82.148
43.5283, 84.7557
43.9843, 90.6443
43.1228, 82.7115
12.1694, 198.179
29.0445, 90.2219
42.7294, 82.9542
12.3269, 196.253
28.839, 92.995
12.5209, 189.104
22.8273, 96.9832
25.3495, 81.5884
12.6876, 184.183
25.0441, 83.4417
12.8719, 177.646
24.4605, 82.389
13.0296, 175.92
27.4348, 63.5411
13.1949, 170.71
13.3992, 170.841
